0,0.9132993397089807,
1,0.878431257818292,
2,0.8677282681778996,
3,0.8648391167306818,
4,0.8617578129313346,
5,0.8561915265288647,
6,0.854865074276461,
7,0.854895443587864,
8,0.8538227034230906,
9,0.8528888564023069,
10,0.8490987671677441,
11,0.8508285846394584,
12,0.8524723781068799,
13,0.8506539713364816,
14,0.8504992701437972,
15,0.8501191376473535,
16,0.8489391243037099,
17,0.8496672186687859,
18,0.8495780311579145,
19,0.8516180177244465,
20,0.8510761704918801,
21,0.8449807747243206,
22,0.8496715717523664,
23,0.847412119387552,
24,0.8467723119500822,
25,0.8492643207829409,
26,0.849379527553415,
27,0.8474768482551845,
28,0.8449766908476649,
29,0.8469440807313842,
30,0.8454954916509015,
31,0.8467955810317075,
32,0.8459315509091501,
33,0.8438895781509425,
34,0.8441916302359258,
35,0.8475026271333196,
36,0.8451714750051526,
37,0.8474478527314684,
38,0.8463545762079729,
39,0.8427822795091935,
40,0.843107699212288,
41,0.8445922805531686,
42,0.8428123509028929,
43,0.8439839530910423,
44,0.8435405438467487,
45,0.8474921155085727,
46,0.8446501069206016,
47,0.841066442429552,
48,0.8415637510245781,
49,0.845108164606336,
50,0.8437269065494737,
51,0.8432062567871264,
52,0.845182624750016,
53,0.8429326856046411,
54,0.8426760368011369,
55,0.8451165875180485,
56,0.8419959001250418,
57,0.8416690757802235,
58,0.8431875383945022,
59,0.8440334156782664,
60,0.8419407217853498,
61,0.8424422079837792,
62,0.8470700796261708,
63,0.8434679165395718,
64,0.8433704175472728,
